gene_id,S17S17_1,S17S17_2,S17S17_3,S17SDMSO_1,S17SDMSO_2,S17SDMSO_3,S5S1_1,S5S1_2,S5S1_3,S5SDMSO_1,S5SDMSO_2,S5SDMSO_3,S17S18_1,S17S18_2,S17S18_3,S13S8_1,S13S8_2,S13S8_3,S13SDMSO_1,S13SDMSO_2,S13SDMSO_3,S6S6_1,S6S6_2,S6S6_3,S6SDMSO_1,S6SDMSO_2,S6SDMSO_3
A1BG,1.7595,1.8845,1.70268,1.75874,1.29024,1.6217,0.706587,1.13527,0.892902,0.937255,0.827398,1.0831,1.17857,1.65633,1.57757,4.53905,4.45584,3.86876,1.68215,3.09009,2.79227,1.39077,1.49201,1.28702,1.18815,1.72795,2.00286
A1CF,0.0,0.0,0.0,0.0,0.00525369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2M,0.00750846,0.0702981,0.0343324,0.0416496,0.0397315,0.027602,0.00660553,0.0193069,0.0,0.0,0.0,0.0138429,0.0217783,0.0,0.00683287,0.00659208,0.0,0.0130734,0.0201976,0.0133024,0.0213401,0.0,0.0,0.0,0.0594494,0.163369,0.10592
A2ML1,0.1043,0.111442,0.0896268,0.0486873,0.0663969,0.0621077,0.18882,0.202963,0.149007,0.0565812,0.0847751,0.061581,0.0365574,0.0879853,0.129534,0.0849563,0.0,0.0911289,0.0201172,0.0264811,0.0989377,0.112971,0.134987,0.104475,0.0697471,0.0901138,0.0676751
A3GALT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4GALT,9.745,7.58747,6.49237,6.20272,5.33764,5.86495,8.38995,9.79571,8.66973,5.39753,6.27472,5.68377,6.65194,8.40833,9.57688,8.72088,7.10634,7.73254,7.02035,11.9385,9.98308,5.96572,4.82367,4.53014,6.36993,6.73839,5.86664
A4GNT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0346323
AAAS,17.7509,18.7791,18.4261,21.4779,21.08,21.4083,17.5869,20.0824,16.9828,15.1666,15.0962,15.5345,15.626,17.65,18.4342,12.4567,12.0641,12.8111,22.7492,26.2946,25.4261,14.5199,14.1314,12.7894,17.5123,19.0863,16.3082
AACS,16.6671,16.4804,12.7611,15.3728,14.8808,14.0032,19.2731,21.1691,17.66,17.7774,17.6773,17.8196,15.072,16.532,17.1364,16.1165,15.6602,16.5796,20.5702,25.6319,24.3503,30.1198,29.1639,29.0561,18.8085,19.9066,20.1194
AADAC,0.0334278,0.0308511,0.0310345,0.126275,0.0300295,0.123433,0.0,0.0562186,0.0,0.0,0.0285021,0.0610282,0.100657,0.0,0.0,0.0587922,0.0,0.0,0.0567449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AADACL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0799044,0.0,0.0262466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0246976,0.0,0.0,0.0246271,0.0,0.0
AADACL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AADACL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AADAT,0.730619,0.991587,0.549205,1.38189,1.12005,1.29041,0.675495,0.438251,0.6604,0.769586,0.595613,0.785969,0.67513,0.833941,0.68282,0.407859,0.217791,0.317354,0.648342,0.223516,0.497203,0.503825,0.877326,0.426478,0.448257,0.776056,0.534871
AAED1,7.27594,7.11565,7.5654,5.7648,6.31454,7.00292,2.38071,3.6459,3.18246,2.80299,5.51402,4.78511,5.46757,6.14755,4.97075,9.897,10.8007,11.2157,4.80365,4.09858,4.19617,5.77036,5.92299,5.35538,4.80007,6.23913,5.52691
AAGAB,21.4951,22.5888,24.1957,23.2616,23.259,23.4473,18.3245,15.3529,19.7975,19.9038,17.9037,18.8801,24.1695,20.7599,21.4421,18.2147,20.8657,20.4835,23.2936,10.7412,16.9644,22.1944,23.5689,22.3131,23.4719,19.863,22.7135
AAK1,1.5269,1.55413,1.05879,1.1817,1.32643,1.14352,1.21482,1.02982,1.1893,1.18965,1.11878,1.18343,1.28045,1.60564,1.35771,1.80048,2.11551,1.84683,1.28383,0.76615,0.999327,1.25409,1.16812,1.20582,0.988646,0.855062,0.985634
AAMDC,4.16667,3.71897,3.97225,3.5905,3.5332,3.79371,3.56923,3.37474,3.21055,2.19156,2.6644,2.48723,3.40233,3.30683,4.0027,4.04249,3.92366,4.38675,3.06331,4.13024,3.18893,3.52901,2.81613,2.03115,3.92316,3.94211,4.27644
AAMP,30.8773,32.0694,27.5524,38.0129,37.6284,36.8105,37.2183,41.3888,34.8245,36.7153,39.5532,41.0299,31.412,30.1874,34.4926,65.9576,64.6165,64.8874,50.2205,69.299,58.9571,36.5027,35.3523,36.4422,44.7532,51.2115,48.8837
AANAT,0.0,0.0,0.0,0.0,0.0,0.0086934,0.0,0.0,0.0,0.00797335,0.0,0.0,0.0,0.0,0.0,0.0163787,0.00814804,0.00794707,0.0355735,0.00850022,0.0090675,0.0235695,0.0,0.0,0.0,0.00917656,0.0
AAR2,8.07168,7.96516,7.40025,7.62779,7.63256,6.72406,9.72721,10.3427,7.94847,8.45388,8.84255,8.79405,8.09751,8.18252,7.92594,14.9103,12.4876,12.0146,11.1995,13.5565,12.7431,9.2481,8.79575,8.21117,10.5153,11.5487,11.0665
AARD,0.746337,0.821269,0.916451,1.08777,0.738124,0.764374,0.276661,0.241433,0.194579,0.185561,0.488624,0.255784,0.328646,0.32612,0.902272,0.845365,0.636129,0.456699,0.708359,0.969122,0.951293,0.480013,0.467832,0.657957,0.516434,0.779518,0.533987
AARS,118.182,140.01,107.888,88.1525,97.2619,79.8343,105.989,112.183,98.8651,133.543,140.004,139.873,102.637,101.371,119.616,112.952,99.6728,102.648,83.714,121.416,114.694,155.353,154.678,155.226,100.729,113.953,104.524
AARS2,2.37552,2.95776,1.77851,2.34335,2.58326,2.32298,2.65534,2.54076,1.9726,2.91321,2.59858,2.43987,2.14458,2.46813,2.32862,3.24842,2.98754,2.72005,3.22482,3.96891,4.00943,2.49013,1.95781,1.9153,2.7887,3.11755,3.27401
AARSD1,4.52207,5.15006,4.40044,6.52347,5.03246,5.65546,4.83729,5.95146,4.51404,5.60201,5.54648,5.96769,5.00488,3.28462,4.37961,4.69296,3.95344,4.116,6.44804,8.74795,7.63573,6.50356,5.41219,5.16325,6.8577,8.5122,6.28645
AASDH,1.32089,1.22904,2.21212,1.36569,1.95323,1.66859,1.05852,0.719124,1.15369,1.23196,1.21852,1.2833,1.5234,1.48901,1.66129,0.519754,0.663637,0.505864,0.845732,0.33554,0.436583,1.10234,1.19877,1.25611,1.23288,1.14141,1.00975
AASDHPPT,5.62301,5.54659,6.91496,6.99354,7.10618,6.8186,3.44523,2.90907,3.70866,4.22614,4.10279,4.29699,7.26075,5.40523,5.72608,2.21624,2.06419,2.29059,3.66342,1.38715,2.37658,5.06195,4.9773,4.74353,4.66942,3.67126,4.33148
AASS,0.0561823,0.111284,0.095686,0.0825876,0.200315,0.102809,0.0422798,0.013245,0.0557824,0.0835964,0.0330483,0.063828,0.0551839,0.0928264,0.0454969,0.00722811,0.0,0.0436198,0.08863,0.0,0.0452216,0.0339492,0.0450513,0.0623495,0.0675272,0.0,0.0217547
AATF,10.9577,10.5117,11.2088,12.6596,13.3546,13.4027,10.5649,10.084,10.0099,11.4585,10.8226,11.4883,10.7852,10.9978,12.4928,16.1559,15.6421,15.8003,13.6939,12.7497,13.9556,12.0784,11.9234,11.8491,11.5634,12.1842,12.4178
AATK,0.0856583,0.0899212,0.123398,0.215878,0.159379,0.0995851,0.206234,0.116345,0.0679935,0.0691349,0.0574724,0.115747,0.0520942,0.0303522,0.160676,0.30747,0.358914,0.327339,0.263504,0.243962,0.240628,0.206537,0.0673918,0.0416393,0.112744,0.134277,0.133447
ABAT,32.8007,30.5536,27.5501,31.2124,31.2122,28.3318,32.6774,32.5192,32.9215,27.1802,27.6264,28.4907,29.4886,36.8563,35.848,13.0569,12.4162,12.7784,23.7388,18.5179,22.4452,28.2037,28.8536,28.9181,30.5804,30.2418,29.2324
ABCA1,0.424436,0.432024,0.188811,0.233856,0.321915,0.376787,0.265519,0.194484,0.283357,0.247938,0.215044,0.272734,0.294825,0.231095,0.287592,0.0870379,0.111927,0.121466,0.260837,0.0968257,0.13692,0.117272,0.079374,0.100226,0.294994,0.137528,0.207254
ABCA10,0.105441,0.0671775,0.120833,0.0835786,0.108045,0.125734,0.0639906,0.0925741,0.105334,0.0715128,0.080114,0.136853,0.0969524,0.109761,0.154116,0.0651425,0.0683744,0.0220484,0.0403359,0.0210482,0.037347,0.0604977,0.089447,0.124307,0.0598765,0.0247633,0.0649391
ABCA12,13.5321,9.90425,14.5034,7.13363,7.33738,6.24646,18.3864,10.3048,19.6864,14.3226,14.4259,13.4916,13.7268,15.4892,17.3468,0.226221,0.317482,0.303951,3.59198,0.746921,1.48332,12.0022,14.8919,14.844,8.70626,6.32747,6.4478
ABCA13,0.0513092,0.0152758,0.0291479,0.0188714,0.0130585,0.0101632,0.0584562,0.0799464,0.0916337,0.0105223,0.018589,0.036195,0.0200494,0.0269473,0.0375942,0.0,0.0,0.0048571,0.0109777,0.00953646,0.00169502,0.0368091,0.0206963,0.0363588,0.0307337,0.016632,0.0131433
ABCA2,35.3629,33.1605,26.5398,31.2904,31.2855,31.7886,38.5373,41.3876,38.1595,32.5992,33.5298,34.6108,26.9145,30.3507,36.5968,32.4558,30.7422,33.4421,43.816,62.1443,58.0325,35.0561,33.3152,33.8014,35.8883,38.6878,37.0359
ABCA3,9.57567,10.4128,7.58665,7.9309,9.26333,9.12501,8.52903,9.31749,8.24784,7.84461,6.73254,7.5903,7.25932,8.17292,10.0437,14.4223,14.3916,14.2734,13.1364,15.8897,14.4453,8.06068,7.89196,7.6898,8.2732,8.9448,7.73625
ABCA4,0.0115488,0.0272759,0.00527719,0.0318262,0.0101668,0.0266772,0.0101963,0.0150935,0.0152934,0.0,0.0154141,0.00536344,0.0,0.0225549,0.0,0.00996624,0.0100772,0.0245854,0.0,0.0153724,0.0164946,0.010082,0.0245837,0.00518717,0.00514592,0.00593195,0.0108914
ABCA5,6.69197,6.54077,6.52667,6.1052,5.99435,5.64048,6.99119,4.40915,8.31868,8.70179,8.31028,8.74108,7.63454,7.4121,5.71623,2.29157,3.22139,2.48303,4.71217,1.10889,2.06241,4.86908,7.76233,7.14919,4.38642,3.14836,3.5158
ABCA6,0.0,0.00609438,0.00607908,0.0,0.0352758,0.0242144,0.0115945,0.00543961,0.00569562,0.00521267,0.0215445,0.0116302,0.0131753,0.0,0.0307947,0.0,0.0,0.00602586,0.00558422,0.00584945,0.0,0.00551016,0.00518714,0.0,0.0,0.0,0.0
ABCA7,2.16345,1.47585,1.51495,1.64963,1.75997,1.61518,1.43461,1.27474,1.27523,1.04365,0.942364,1.03068,1.67643,2.0371,1.84826,3.31979,3.16353,2.97205,1.92377,2.87553,3.00247,1.31145,1.06582,1.08853,1.44745,1.32452,1.3472
ABCA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCA9,0.0130546,0.00605356,0.0,0.0,0.00581341,0.00599177,0.0,0.0,0.00569263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0224824,0.0,0.00612522,0.0,0.0,0.0,0.0,0.0,0.0
ABCB1,0.0485418,0.162521,0.0809299,0.129024,0.210808,0.108489,0.0258511,0.0,0.0171279,0.00815891,0.0,0.0,0.219289,0.0949327,0.0729606,0.0864566,0.0800897,0.121017,0.180397,0.0954657,0.166173,0.0326107,0.0,0.025566,0.0246369,0.019709,0.0087257
ABCB10,3.08071,3.08458,2.80651,2.69969,2.92905,2.36211,2.87622,2.42894,2.54636,3.71746,3.23082,3.14141,3.4022,2.99543,2.9944,2.68951,2.60277,2.71111,3.21677,1.62876,2.18117,3.04379,3.46221,3.10662,3.41729,3.06491,3.55035
ABCB11,0.0,0.0,0.0,0.0072186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB4,0.140827,0.16053,0.142623,0.156966,0.0922086,0.0952802,0.198599,0.134591,0.186016,0.110784,0.162697,0.149573,0.182516,0.112032,0.150412,0.028402,0.0293732,0.0570198,0.105822,0.073278,0.0540912,0.0865233,0.125053,0.111151,0.108891,0.123306,0.103963
ABCB5,0.0137099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB6,9.05757,9.41125,8.26701,9.77092,10.1389,8.92334,5.24901,5.39461,5.90344,6.31339,5.99343,6.90838,11.305,12.6429,12.6572,60.5697,60.4302,60.124,15.817,21.0351,17.9121,5.12399,4.05975,4.23032,6.74638,7.53824,6.6626
ABCB7,4.85766,4.58633,5.97213,5.72723,5.71259,6.30826,4.02653,4.02447,4.39361,5.66877,6.38885,6.20644,4.88491,4.80132,4.68249,1.6145,2.60263,1.93994,3.07971,2.01809,3.00429,5.86141,6.10635,7.10624,4.92487,5.18071,3.95712
ABCB8,3.72775,3.73644,2.8419,3.97289,3.85324,4.40799,4.1999,4.81495,4.08994,3.66309,3.81152,3.55605,3.2578,3.5795,3.87699,7.85622,7.34401,8.21828,5.70172,8.38069,6.40926,4.15141,3.36425,3.75129,4.72255,5.44376,5.11784
ABCB9,1.57257,1.24959,1.30433,1.52529,1.7945,1.41953,1.35936,1.50017,1.41473,1.13979,1.16002,1.09543,1.07933,1.21178,1.26072,2.60127,2.58575,2.9533,2.36274,3.07848,2.84173,1.46957,1.22626,1.43628,1.46034,1.82448,1.7024
ABCC1,9.30242,9.01454,6.41634,9.48751,9.35086,8.60435,9.50804,9.8848,9.73679,9.8041,9.68388,9.56,8.23872,9.07765,9.57675,34.0685,36.0875,33.8717,10.5152,11.2783,11.7132,9.91548,9.43531,9.74176,10.1746,10.6409,9.86841
ABCC10,3.86831,3.96154,2.7332,2.92767,3.3524,3.35037,3.44626,3.62579,3.45059,2.7116,2.89302,2.88348,3.38239,3.53668,4.02997,4.47058,4.59887,4.99694,4.70443,5.49369,4.84346,3.00768,2.37962,2.8398,3.70801,3.64047,3.31523
ABCC11,0.00517591,0.0338618,0.0,0.00486519,0.0185999,0.0145156,0.0181968,0.0176248,0.0136038,0.0174301,0.00899907,0.0189004,0.00506268,0.00505703,0.0143428,0.0135758,0.0231206,0.0225312,0.0092551,0.00913235,0.0097579,0.0174607,0.0170179,0.00903876,0.0132751,0.00520977,0.0093865
ABCC12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234251
ABCC2,1.34065,1.40831,1.43191,0.764704,0.600666,0.675837,0.594239,0.459149,0.704786,0.284258,0.320089,0.426485,1.40264,1.47792,1.44065,3.87261,4.20559,3.95773,0.3132,0.121273,0.164983,0.57323,0.780266,0.569709,0.394731,0.369134,0.395655
ABCC3,4.6623,5.24963,5.28419,4.57047,5.00918,4.87418,6.58937,6.69926,6.02331,7.5455,7.5702,8.25788,6.29109,6.15957,7.38715,12.2417,14.3658,15.3838,4.40776,4.69601,4.83639,5.11845,5.85419,5.39586,5.7542,6.07917,5.53659
ABCC4,1.56727,1.45282,1.51664,2.13122,2.2067,2.1796,1.12566,0.873513,1.14962,1.00948,1.08573,0.921641,2.08436,1.47585,1.55498,1.32819,1.71584,2.01205,1.39175,0.658291,0.968937,1.39524,1.5136,1.46902,1.04794,0.747998,0.891756
ABCC5,6.94549,7.69454,6.38034,4.09682,4.3001,4.01377,4.03509,3.4837,4.68278,3.37686,3.33968,3.31711,6.36047,7.75147,6.53847,3.77226,4.28513,4.17548,5.90193,4.09012,4.4028,7.45399,9.33544,8.22795,4.80543,4.48995,4.49603
ABCC6,0.00805086,0.0152445,0.0149569,0.0,0.0290113,0.0304885,0.00703896,0.021062,0.0,0.0,0.0145506,0.0,0.0,0.00792059,0.00728884,0.0138319,0.0138558,0.0203455,0.015229,0.0360323,0.00773856,0.0137494,0.0,0.0142968,0.00707767,0.0,0.0
ABCC8,0.190543,0.152209,0.174423,0.204078,0.20341,0.285717,0.100682,0.0943889,0.115079,0.128315,0.153359,0.136161,0.123778,0.134743,0.278546,0.129091,0.116164,0.0632388,0.194641,0.371322,0.167511,0.0865469,0.0594563,0.117313,0.0825753,0.100078,0.128095
ABCC9,0.0,0.0,0.0104132,0.0,0.00499938,0.0,0.00991418,0.0,0.0,0.0,0.0,0.0,0.0277978,0.00546943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00897941,0.00481929,0.0,0.00568037,0.0
ABCD1,3.96298,3.55831,2.88627,3.85072,3.7631,3.94327,2.68746,3.6517,2.97759,2.73313,2.80944,2.93023,2.79619,3.57789,4.05163,10.6091,10.4555,10.5113,6.57037,8.33561,7.78008,3.22685,3.14789,2.76117,2.92391,2.73003,3.26396
ABCD2,0.0,0.0,0.00973535,0.0,0.0,0.00318503,0.0,0.0,0.00298604,0.0026821,0.0,0.0,0.0,0.0,0.00326025,0.0,0.0,0.0,0.0,0.00295941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCD3,7.07363,7.02136,6.84087,6.27965,5.92349,6.27206,5.11251,3.82639,5.67394,6.15667,5.2561,5.81967,7.90708,7.05415,7.35357,2.44599,2.7805,3.38138,5.81465,1.86714,3.40195,4.89802,6.53013,5.72718,5.27356,4.89379,5.01333
ABCD4,4.81415,5.04523,3.89378,4.13583,5.30085,4.58285,5.7729,5.58691,5.38178,4.11701,3.96122,4.61157,4.63764,4.02643,4.10251,4.49942,3.96262,3.55317,4.08628,4.89448,5.3406,4.61171,4.37187,4.15763,5.12406,5.23462,5.57437
ABCE1,12.9635,16.033,17.7568,20.3864,21.3592,20.1647,8.4828,7.5156,9.67795,11.4774,11.9011,12.244,16.5743,13.3849,13.359,6.34891,8.52258,8.9352,14.8226,4.04074,6.42681,12.9135,15.186,15.6642,14.8598,11.9292,12.7141
ABCF1,18.1988,20.7096,16.4648,20.4416,18.9611,18.589,18.2086,17.5193,17.0113,17.0014,16.3646,18.068,17.9547,18.2067,19.4875,29.9153,28.7324,30.1907,23.0344,25.115,25.2867,19.0472,16.8092,17.6527,17.7287,19.5398,19.3115
ABCF2,6.76077,8.13579,7.09846,9.10031,8.4106,8.6908,5.90682,6.47777,5.658,6.46833,6.01987,6.54608,7.86863,6.83011,7.35539,12.7125,12.8237,13.2449,9.57466,9.91816,9.35949,7.18883,6.85368,6.49991,7.80671,8.80834,7.95943
ABCF3,15.2052,14.972,14.014,17.6423,18.7083,17.3148,16.7351,16.4808,16.021,16.0159,16.5502,16.393,14.9058,15.5327,15.8436,29.1075,27.1072,26.4488,21.8409,28.7685,25.9542,17.7111,14.6801,14.9193,18.6331,19.8991,18.6616
ABCG1,2.40084,2.73474,1.78785,1.27807,1.35954,1.11624,3.25806,3.35211,3.14809,4.07173,3.83474,3.99647,2.21549,2.60801,2.86905,1.6364,1.28938,1.34333,2.20767,2.9452,2.70978,1.23673,1.00704,1.00765,2.65259,2.44003,2.70914
ABCG2,1.31921,1.58596,1.68275,1.21037,1.25153,1.10576,0.882534,0.531496,0.926766,0.689744,0.814747,0.639923,1.47257,1.43058,1.31638,1.87463,2.77892,2.92196,1.7599,0.639408,0.775734,1.33062,1.13152,1.1023,0.984734,1.04786,0.903506
ABCG4,0.0111339,0.0,0.0,0.0,0.00994655,0.0315049,0.0,0.00980781,0.0397534,0.0,0.0,0.0,0.0214182,0.0,0.0,0.0284625,0.0761154,0.00931592,0.0105139,0.0196522,0.0528918,0.0193525,0.0,0.0100162,0.0198369,0.0,0.0
ABCG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115865,0.0,0.0,0.0,0.0
ABCG8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172591,0.0181873,0.0,0.0,0.0186965
ABHD1,0.082098,0.0774615,0.179701,0.0508507,0.122126,0.102967,0.0736192,0.0724839,0.0738493,0.0949724,0.0986064,0.101561,0.133452,0.0,0.0748201,0.115536,0.211583,0.0458501,0.0762884,0.0721258,0.0258917,0.0240172,0.0238307,0.0,0.0244268,0.110539,0.0754531
ABHD10,6.92775,7.27605,8.62827,8.66066,8.43202,9.29154,6.2542,5.93221,6.03796,6.92534,7.00245,6.75654,9.31577,7.54066,6.37579,1.43019,1.58778,2.56203,6.72822,3.65885,5.67139,6.09125,6.54958,6.06254,8.55143,7.40524,7.46746
ABHD11,15.1212,15.1899,13.7464,22.6994,22.4016,23.0142,15.6864,18.3975,16.301,15.9147,16.1013,16.2703,13.5041,12.5369,16.0092,20.4935,19.4639,21.8385,21.3511,29.2276,28.251,16.8462,16.3617,14.7558,17.9505,21.2189,21.638
ABHD12,14.6603,15.0371,11.0919,14.1428,14.3181,15.0277,15.6484,19.4207,15.6162,14.7504,15.0509,17.0234,13.5972,12.6942,15.352,34.726,31.3271,29.1616,21.5545,32.2386,27.5821,14.4909,12.7657,14.5312,13.0701,18.9287,16.2472
ABHD12B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD13,2.82451,3.07044,3.9215,2.43047,2.66643,2.69419,2.2173,1.8874,2.3869,2.57244,2.46891,2.52276,3.44402,3.8426,3.44037,1.75536,2.16366,1.96324,2.2755,1.11658,1.22205,2.26787,2.64919,2.76818,2.61549,2.05698,2.54629
ABHD14A,3.75185,3.05325,2.87481,3.2608,4.74025,4.96236,3.07938,4.22623,3.56352,3.18918,3.15671,4.30995,2.54415,2.19052,2.82712,4.20649,4.67592,4.43514,7.44309,10.9799,8.74395,2.15715,2.60351,1.94418,2.68923,3.57161,3.19133
ABHD14A-ACY1,4.75102e-05,0.000819581,2.47197e-05,4.11391e-05,0.000124444,0.47374,0.312897,0.000181893,1.52779e-05,1.01922,2.8063e-05,5.34701e-05,0.496705,1.90677e-05,2.93834e-05,0.000528856,2.14716e-05,9.74753e-05,0.000100229,9.45287e-05,0.000222359,0.0021557,0.000373251,0.000135721,0.00614916,1.78239e-05,0.000260896
ABHD14B,8.39552,8.20462,7.33707,11.1198,11.2632,10.3629,7.13641,7.82597,7.14603,7.93792,8.64855,8.04877,8.18755,5.94439,8.32803,8.67578,8.34634,8.64218,9.74279,14.2476,13.9697,8.20619,6.53838,7.08637,7.52913,9.37759,7.31868
ABHD15,7.96325,7.64915,5.63984,6.22826,6.51008,5.74816,9.0197,9.52352,9.05907,8.80213,8.94138,9.22175,5.77348,7.51908,7.54838,20.4005,18.8986,18.3459,10.9536,14.1016,12.6914,8.03464,7.30243,7.63257,9.01483,9.34115,9.1506
ABHD16A,12.4945,11.9457,10.7544,12.4772,12.766,12.5169,14.2378,15.4708,13.8266,14.3143,14.7912,13.9275,11.5672,12.0936,12.4582,11.6834,11.1204,10.6029,17.6565,24.9766,20.7689,15.1533,12.8622,13.4637,15.7081,18.1217,16.9484
ABHD16B,0.0,0.140166,0.0905418,0.0,0.137624,0.194336,0.135031,0.321604,0.0463689,0.185335,0.146139,0.335355,0.225327,0.0940421,0.259604,0.315191,0.115429,0.265815,0.455019,0.174246,0.238795,0.0,0.0466417,0.142159,0.0471574,0.0,0.133959
ABHD17A,4.96119,4.42608,4.13481,5.61291,5.91756,5.21532,6.27266,7.89152,5.75333,5.91019,5.924,5.74018,3.5247,4.16043,5.29363,11.0487,10.6069,10.0694,8.51123,13.5434,11.0421,5.39443,4.29149,4.43251,5.91203,7.58583,8.02524
ABHD17B,5.34589,4.67377,4.32127,3.58494,3.1838,4.01869,7.27526,6.33371,5.91079,5.58882,5.86486,5.25885,4.73261,5.6082,6.09365,3.77652,4.04329,3.72173,4.52898,3.67914,4.26932,5.58016,5.17562,5.38869,6.55614,5.49713,5.73029
ABHD17C,41.9284,38.4429,35.679,36.6099,39.7218,35.9301,58.5034,68.0471,67.5424,54.7714,53.3629,57.884,41.7208,44.5062,52.1612,35.7291,34.4283,38.4491,40.3946,42.3929,50.5874,48.6231,48.0784,48.0263,49.9975,53.5639,48.8579
ABHD18,1.26621,1.32038,1.18374,1.21457,1.25625,1.12636,1.25199,0.949839,1.24633,1.58083,1.15427,1.28623,1.32648,1.26063,1.11969,0.398237,0.666524,0.528889,0.929379,0.560101,0.561362,1.17836,1.28968,1.42659,0.914758,1.06987,0.972158
ABHD2,54.0548,55.6306,46.3834,30.086,33.1302,28.2465,86.8822,84.233,92.0336,62.6302,60.9543,60.4034,57.6766,66.5219,68.3463,21.8459,24.248,21.12,32.8972,22.6512,32.5059,56.8279,59.1752,60.0883,63.3417,59.5216,56.193
ABHD3,4.85558,4.52673,6.36788,4.61818,4.48697,4.33841,5.1746,4.08286,4.27157,5.50951,5.13122,5.37153,5.81231,6.71192,6.37122,6.71319,7.43069,7.2935,3.4169,2.35903,2.90854,4.93678,4.54081,4.80926,5.21627,4.52499,5.1703
ABHD4,10.5406,9.73141,9.41492,8.55156,8.40956,7.98295,10.3237,12.0276,10.4243,10.2868,10.7194,10.4449,10.929,10.968,12.3667,51.5934,48.1957,46.2498,9.18643,12.4553,11.8684,9.86378,8.68376,8.69308,8.82048,9.29607,8.42514
ABHD5,5.13235,5.11171,6.47745,6.29139,5.29929,5.60904,4.77663,3.91006,4.99825,5.35995,5.48921,5.17293,5.55076,5.45805,5.69773,3.04553,3.8306,3.5194,4.5637,2.22488,3.0382,4.43749,4.73908,4.8594,4.42757,3.69759,3.94978
ABHD6,1.61595,1.90585,1.62511,1.31049,1.72825,1.21788,1.44815,1.20565,1.46964,1.1178,0.937718,1.01471,1.0632,1.34755,1.32494,2.12856,2.66687,2.33988,1.34373,1.65239,1.41369,1.15875,1.08378,1.13958,1.19586,1.19718,1.22122
ABHD8,4.12095,4.09818,2.10134,3.12546,3.64139,3.27207,2.82603,3.05693,2.87588,2.67441,2.27679,2.43614,2.64911,3.24098,3.54566,9.51516,8.66403,6.76745,3.40333,5.32615,4.56974,3.4964,2.05692,2.62574,2.94901,3.10548,3.30977
ABI1,8.47758,7.61796,9.05797,9.88509,9.10348,8.88571,7.50835,7.09359,7.56474,9.14968,9.24581,9.18101,9.27545,8.86246,9.24097,6.66417,7.59989,6.76908,7.03643,3.88134,5.54796,9.41671,10.0113,9.8951,8.8065,7.93913,8.90782
