gene_id,S17S17_1,S17S17_2,S17S17_3,S17SDMSO_1,S17SDMSO_2,S17SDMSO_3,S5S1_1,S5S1_2,S5S1_3,S5SDMSO_1,S5SDMSO_2,S5SDMSO_3,S17S18_1,S17S18_2,S17S18_3,S13S8_1,S13S8_2,S13S8_3,S13SDMSO_1,S13SDMSO_2,S13SDMSO_3,S6S6_1,S6S6_2,S6S6_3,S6SDMSO_1,S6SDMSO_2,S6SDMSO_3
DTNA,5.72182,5.30772,5.18256,6.09915,5.93112,5.21567,5.30173,3.48405,5.92316,5.17448,5.06529,4.82204,6.24251,5.64317,5.40985,1.72814,2.33108,2.2326,4.36466,1.56127,2.38229,6.16706,7.26908,6.62691,5.2464,3.55657,3.93632
DTNB,0.769397,0.765821,0.685249,0.900771,0.78168,0.949308,0.636335,0.595212,0.686212,0.803667,0.734743,0.685787,0.770866,0.586229,0.961901,0.913786,0.916313,1.15072,0.755647,1.11039,0.806888,0.751172,0.786535,0.74091,0.693943,0.69507,0.672349
DTNBP1,2.69716,2.61364,2.34755,2.83462,2.42286,2.40795,2.59353,2.28625,2.06103,2.60484,2.03619,2.68216,2.42842,2.83702,2.85378,3.58594,2.84276,3.62093,2.7636,2.86078,2.51248,1.96942,1.86129,2.30338,2.28478,1.76207,1.78402
DTWD1,2.20899,2.24905,2.60381,2.20377,2.01302,2.12289,1.3673,1.29794,1.64992,1.79115,1.70475,1.53537,2.05607,2.10474,2.03309,0.861305,0.840124,0.857625,0.993994,0.57626,0.7518,1.40094,1.75291,1.74076,1.40677,1.36108,1.47363
DTWD2,1.79969,2.37908,2.73303,2.58671,2.61363,2.67411,2.79596,3.30384,2.96018,3.15884,3.01938,3.24216,2.87915,2.36283,2.22042,1.48352,1.34681,1.6077,4.32185,2.42909,2.72969,2.7321,2.91095,3.22451,2.96142,2.84653,3.38545
DTX1,0.0766111,0.0245942,0.0817849,0.0949614,0.0461043,0.0487222,0.256343,0.158115,0.102692,0.0806269,0.118815,0.120891,0.0237517,0.0363018,0.0571014,0.140375,0.105961,0.176408,0.265671,0.169799,0.123493,0.0343833,0.0343844,0.0707911,0.0959838,0.102988,0.0482803
DTX2,3.37518,3.40209,2.52543,2.43161,2.63974,3.1898,4.56204,4.93709,4.24832,3.51341,4.01557,4.04502,2.75529,3.26113,3.15544,4.60541,4.33719,4.66832,3.52472,4.70111,4.14045,3.74475,3.26501,3.1048,4.5688,3.87325,4.29176
DTX3,9.22563,9.84612,7.22772,7.0173,7.572,7.64904,5.83744,7.1826,6.74696,6.06771,6.39429,5.98972,7.73828,7.36537,9.57674,5.84529,5.84662,6.07636,6.75904,8.8112,7.90422,7.49006,6.17047,5.8092,6.14153,5.80281,5.82888
DTX3L,4.71745,5.09219,3.56964,3.49037,5.22556,3.82955,3.32976,3.1394,3.53624,3.70083,3.54771,3.48499,3.49514,5.63713,4.47838,1.71065,1.602,1.63075,4.64208,3.31112,4.40205,3.59437,3.68124,3.46504,2.70956,2.41277,2.85093
DTX4,0.593962,0.689717,0.636754,1.00766,0.973496,0.868879,0.799758,0.886662,0.735991,0.704096,0.875849,0.752424,0.686742,0.656491,0.96138,0.392341,0.277219,0.354699,0.835567,0.999756,1.13196,0.779732,0.741118,0.74853,0.844569,0.887017,0.769137
DTYMK,26.1593,24.3762,20.6893,34.8849,26.2418,34.3791,20.6655,22.8522,18.3367,26.3548,22.7521,23.7027,24.3066,18.692,21.6704,33.532,35.2397,33.8482,43.1872,54.9323,42.3088,26.0087,21.4958,19.6108,32.9306,32.0825,34.7672
DUOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00740839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00808317
DUOX2,0.0304071,0.0433387,0.0,0.0141076,0.0,0.0,0.00681755,0.0135772,0.00686466,0.00674531,0.0418776,0.0143681,0.0,0.0148783,0.0,0.0,0.0,0.0,0.0,0.0,0.00726357,0.0,0.0132545,0.0,0.0206848,0.0232152,0.0214217
DUOXA1,0.0,0.0968733,0.037783,0.0,0.0,0.0,0.0177364,0.0355704,0.0179908,0.0180826,0.0,0.0965448,0.0195358,0.019749,0.0733181,0.0,0.0,0.0169377,0.0,0.0,0.0,0.0886355,0.0,0.0742924,0.0366919,0.0203709,0.0188106
DUOXA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUPD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUS1L,23.7393,26.4719,18.5693,24.5231,25.4164,22.6674,24.8904,28.2734,24.4229,23.1907,24.291,23.995,22.6838,21.3844,20.4769,32.5942,32.7863,34.9958,37.2755,52.0295,43.7928,20.7951,20.0321,19.5599,26.5273,29.6877,29.5936
DUS2,4.87832,4.95287,4.1721,6.66262,5.11232,6.32994,3.78526,4.67373,4.16371,4.19423,4.75787,4.88064,4.01155,3.8738,4.55332,5.95796,4.41041,5.83927,6.76882,9.03286,7.93915,4.19714,4.23859,4.01384,5.66638,5.73703,5.53933
DUS3L,2.78292,3.11456,2.58146,4.5425,4.07352,4.86154,4.60998,6.03342,3.79098,4.92773,5.24167,5.28737,2.7,3.23988,2.44678,8.7384,7.4562,8.74889,7.39718,9.6372,9.55019,4.6391,5.52128,4.69743,5.57497,6.36986,6.28571
DUS4L,3.8915,4.65889,5.2456,6.23353,5.96503,6.53799,3.68639,3.21537,3.13247,4.18334,3.51925,4.04112,4.3338,3.8567,4.42031,2.12007,2.38664,2.57834,3.52398,2.29826,2.48871,3.54072,4.33774,4.46155,3.95024,3.54201,3.85441
DUSP1,10.0515,7.012,7.79015,8.68078,9.04599,9.57691,11.9898,14.7081,12.3766,13.4905,14.5921,14.1,7.52316,10.8467,11.7947,18.9289,16.8826,15.8858,8.21448,11.4886,9.24965,16.8559,16.1195,19.5453,12.1325,13.8572,13.3766
DUSP10,0.634277,0.892896,0.44563,0.931325,0.659493,0.859847,0.352032,0.418358,0.387814,0.443576,0.327857,0.342662,0.740286,0.560068,0.666119,0.530788,0.544776,0.529515,0.365236,0.264262,0.429132,0.572597,0.59804,0.563744,0.414478,0.397812,0.352144
DUSP11,14.3041,14.6986,17.1197,17.1664,15.1108,18.7115,12.5265,12.4458,11.1082,16.4535,15.9094,14.8021,15.9686,15.4375,13.91,8.9881,10.6536,8.41685,13.0667,8.26779,12.1497,15.4343,14.8048,16.2581,15.3835,16.9655,15.6074
DUSP12,12.0416,13.2765,13.2717,12.7627,11.5626,10.276,8.18642,8.50278,8.74984,9.69885,10.384,10.2221,13.2674,10.1127,12.4044,8.58738,9.74986,7.99471,10.2865,7.79525,8.03958,11.7035,11.1371,11.6266,12.3398,11.4702,11.345
DUSP13,0.366626,0.501121,0.464655,0.171779,0.320778,0.245601,0.204837,0.295919,0.185022,0.108386,0.169009,0.229533,0.397467,0.407778,0.484246,0.553886,0.474132,0.288826,0.145865,0.237212,0.350695,0.447258,0.179707,0.286363,0.353918,0.402585,0.296088
DUSP14,4.30027,4.09237,5.00693,5.28099,5.23943,4.7829,3.67163,3.452,3.54825,4.37843,4.14709,3.96257,4.28082,4.1792,5.06322,8.92269,8.7707,8.52911,5.09568,5.84582,5.15007,4.80475,5.15886,4.97331,3.91933,4.13478,4.77941
DUSP15,0.206303,0.166586,0.0445549,0.162879,0.128344,0.106031,0.253841,0.19692,0.0995356,0.0822167,0.172127,0.14647,0.0762873,0.201454,0.0999493,0.1884,0.310049,0.342683,0.214571,0.46621,0.290182,0.12631,0.124629,0.114949,0.0434823,0.253506,0.25024
DUSP16,15.7207,15.985,15.7821,13.3532,13.6949,12.6931,18.1494,17.1572,18.221,18.0945,16.9992,16.9989,15.9697,17.4706,17.4832,15.4421,18.1212,17.2945,14.7035,9.79401,12.3946,16.7211,17.5086,19.2922,14.2729,13.8718,12.7264
DUSP18,1.28602,1.37895,1.18371,1.41867,1.42285,1.31205,1.55083,1.80917,1.49221,1.40076,1.63317,1.60864,1.55307,2.021,1.81638,2.10801,2.16745,2.30667,1.45151,1.12617,1.36971,1.24145,1.29884,1.27769,1.52565,1.40595,1.48807
DUSP19,0.487798,0.339216,0.305193,0.341091,0.419158,0.470088,0.299568,0.187804,0.235359,0.169085,0.273101,0.279842,0.514089,0.222602,0.327944,0.152988,0.0497793,0.108724,0.143838,0.138807,0.0981129,0.174982,0.177938,0.191315,0.226938,0.184659,0.115031
DUSP2,1.55046,1.6512,0.715675,1.19251,0.783777,0.653699,1.38224,2.14063,1.37449,0.773817,1.13094,1.09261,0.638951,0.914153,0.974127,0.659933,0.581156,0.358407,0.989944,1.74304,2.48224,1.82629,1.60988,1.28774,1.50928,1.79139,1.80134
DUSP21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP22,1.61964,1.67176,1.66442,1.47981,1.6813,1.47158,2.05714,2.04569,1.94925,1.99537,1.99867,2.06374,1.81391,1.70727,1.61953,2.93466,2.4771,2.69435,1.72481,2.08406,2.07152,1.97778,2.05106,2.15381,1.88444,1.80113,1.8466
DUSP23,21.197,17.7977,17.6551,17.5932,23.9412,23.6234,23.6487,25.5998,19.5447,19.8802,19.7234,21.5103,15.4141,17.2448,19.1776,45.0997,39.4274,35.9524,34.7933,50.4196,40.1402,20.559,19.717,20.7132,23.7063,27.3601,27.9119
DUSP26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229753,0.0,0.0,0.0,0.0,0.0
DUSP27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP28,0.707092,0.711816,0.641925,0.805731,0.746728,0.755368,0.78117,1.05901,0.70498,0.728071,0.774772,0.701199,0.513368,0.505342,0.501428,1.09903,0.888326,0.907638,1.13727,1.22927,1.19802,0.76377,0.743603,0.623199,1.01737,0.977154,0.948943
DUSP3,13.6377,14.6715,12.6887,14.5607,15.8011,13.8588,15.1909,15.3314,14.679,15.6567,17.1744,14.4716,14.1336,14.7821,15.0459,36.451,37.0454,36.9715,15.8577,16.4049,17.2004,17.7288,17.2589,17.9657,12.1471,12.4532,13.3606
DUSP4,15.4494,13.7657,11.5225,11.1833,11.8664,10.8005,18.3037,18.3967,18.3722,15.8749,14.5918,14.8383,13.3995,16.7636,16.4309,33.0655,35.0275,33.9413,12.3553,12.5816,13.8938,14.6681,14.8821,15.003,12.8642,13.2666,13.3311
DUSP5,5.9001,5.41522,4.47526,3.40245,3.87918,3.30335,6.57273,6.92704,6.33442,6.50379,6.26347,7.50985,3.85198,6.70823,5.03369,6.0506,5.58741,5.31396,1.36005,1.83667,1.64942,5.14734,5.27685,4.95974,4.00141,3.58509,4.85362
DUSP6,0.290331,0.425492,0.388546,0.514782,0.510557,0.670647,0.873555,1.06122,0.709553,1.30819,0.915739,0.826873,0.354228,0.544216,0.335103,0.420119,0.174766,0.34096,0.391757,0.364714,0.445012,0.576274,0.379461,0.529498,0.425686,0.564414,0.442484
DUSP7,1.80528,1.34293,1.38958,1.86992,2.10195,2.19895,2.4966,2.27919,2.29218,2.41357,2.51194,2.09391,1.48471,1.48662,1.23659,2.47126,2.63819,2.1675,2.43222,2.70457,2.63151,2.76911,2.31987,2.28488,2.22151,2.41432,1.91541
DUSP8,5.19837,4.49784,3.32424,4.60267,4.69815,5.195,4.97008,6.09355,4.68482,4.79006,5.21743,5.33454,3.72234,4.40258,5.31792,9.37518,9.43917,9.19768,5.5347,7.74537,6.77055,6.39649,6.32314,6.33166,5.22751,5.34296,5.33988
DUSP9,0.437084,0.467534,0.571133,0.858816,1.06305,0.863794,0.190381,0.342394,0.239018,0.285123,0.315859,0.13599,0.365838,0.415492,0.575725,0.429277,0.319745,0.629667,1.16167,1.50279,0.888712,0.126124,0.407582,0.219347,0.729788,0.700827,0.500494
DUT,7.65861,7.92701,8.06861,10.9339,10.0155,11.8912,7.53912,8.43087,6.63136,10.7946,9.9483,11.0232,10.2503,7.28245,8.3603,9.22031,8.62301,10.3262,13.587,15.8509,13.6779,8.55718,8.53061,8.92462,9.73288,12.3127,12.6458
DUX4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUXA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUXB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DVL1,23.4273,21.0994,17.6456,18.5764,18.2681,17.9852,22.3978,26.0012,21.2059,20.0865,21.5067,22.3839,14.2495,18.4409,21.8804,50.6166,43.8911,42.4627,19.9806,31.4645,25.4344,24.1641,21.1783,21.3072,22.6489,25.8498,23.7542
DVL2,15.8831,16.0237,12.4452,13.4901,12.6865,12.8178,16.0592,18.2762,14.5855,15.6825,17.0254,17.669,12.0217,15.6342,15.6824,31.0691,27.3714,27.2912,14.961,21.7225,18.8236,23.1027,22.8031,21.762,14.491,16.5528,13.9452
DVL3,24.2617,22.4824,19.4978,21.7335,22.8648,22.0747,23.4233,23.7156,23.2647,23.7227,23.7582,24.2696,22.0142,24.051,25.1159,38.8398,40.2652,38.656,25.8894,27.312,26.9402,22.9168,22.402,22.7786,23.0017,22.2838,21.6339
DWORF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DXO,7.78676,8.9821,7.47544,9.18247,8.50703,7.55485,7.09811,7.33631,7.14754,7.20792,7.62305,6.67706,7.92191,7.43894,8.03397,11.0187,9.34328,10.1444,9.38984,11.6637,10.5205,6.63506,5.80992,6.22004,6.55818,6.29815,6.82684
DYDC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYDC2,0.0,0.0,0.0,0.0,0.0372117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYM,3.07028,3.39736,3.32002,2.67512,2.60765,2.49936,2.94087,2.54209,2.96299,2.64112,2.46104,2.62461,2.879,2.77481,3.21311,2.00028,2.2077,2.34519,2.06265,1.36995,1.82922,2.91788,2.967,2.85643,2.40745,2.02926,2.19364
DYNAP,0.0,0.0177365,0.0,0.0,0.0,0.0173541,0.0,0.0,0.0496618,0.0,0.0,0.0,0.057576,0.0,0.0343201,0.0,0.0,0.0,0.0161228,0.0164102,0.0,0.0,0.0,0.0164894,0.0163836,0.0,0.0
DYNC1H1,28.5025,29.5659,23.1232,24.6564,26.1906,22.692,34.0578,27.5624,36.6579,32.2956,32.805,31.9619,26.8428,32.6047,32.84,46.7395,56.2227,50.2861,29.8692,19.0622,25.005,34.6613,37.0057,37.3552,30.509,27.7067,26.6704
DYNC1I1,0.0,0.0,0.0,0.0214856,0.0,0.0142034,0.0,0.012978,0.0134687,0.00642234,0.00660401,0.0,0.00746114,0.0,0.00710375,0.0404093,0.0345059,0.0670757,0.00677555,0.00674179,0.0,0.0,0.0,0.0134253,0.0,0.0233575,0.00698142
DYNC1I2,15.0828,14.279,19.0558,17.373,16.9309,16.6818,12.7422,7.82239,12.9191,11.9213,11.6618,10.9448,18.3099,15.8274,15.5632,6.14532,8.9275,8.99951,9.48461,2.98038,5.35266,12.6313,15.5238,14.0388,10.9903,8.47451,8.76887
DYNC1LI1,12.149,12.7434,12.8424,16.7748,14.4292,15.4982,11.2605,11.0655,11.7408,13.8256,14.1591,14.5512,13.3084,13.0485,13.3123,18.1192,17.4352,18.6727,15.3943,9.37128,11.3287,15.6704,16.4106,15.4089,13.0983,14.2264,13.1154
DYNC1LI2,21.3423,20.0176,20.1178,18.339,16.907,15.9559,19.3883,15.7605,20.1936,22.3805,21.9976,21.2372,22.0828,23.9549,23.1707,12.8986,16.0454,13.5959,17.622,7.73632,11.4253,19.5241,22.8627,22.2089,19.058,15.7516,16.8758
DYNC2H1,0.688828,0.714165,0.639577,0.873362,0.79566,0.608108,0.468099,0.184346,0.431132,0.387445,0.400919,0.288962,0.700532,0.66589,0.578425,0.0224779,0.0775532,0.10787,0.31241,0.0471594,0.14739,0.399362,0.852701,0.6192,0.31406,0.162047,0.235999
DYNC2LI1,3.18243,3.97707,4.28173,4.39329,4.41804,4.04253,1.84078,1.62865,2.27062,1.95736,2.1262,2.24344,3.46789,3.36044,3.40806,1.10789,1.27269,1.44369,1.85962,1.01437,1.59964,1.82985,2.49112,2.16928,1.93572,2.15131,2.04921
DYNLL1,72.3161,69.5185,84.6814,109.206,105.471,115.005,64.6198,75.2507,66.3686,57.8534,59.9395,60.034,73.3476,58.6384,62.9848,150.628,134.968,140.18,110.315,103.74,96.6289,73.6875,60.56,56.1747,83.2017,82.0025,86.2181
DYNLL2,142.649,142.167,127.055,132.917,144.939,136.3,155.173,178.388,156.852,168.475,167.357,170.345,135.111,161.465,152.155,220.55,229.591,233.152,200.483,241.187,229.466,169.473,164.968,162.744,184.028,195.402,191.483
DYNLRB1,13.5941,11.061,13.3439,13.2429,14.3255,14.0361,9.07895,10.7284,8.97754,9.68722,9.00306,10.3576,11.6724,8.82489,10.7421,15.0826,13.9693,13.0221,11.5721,16.7326,13.787,8.49769,7.85467,6.91512,8.25898,10.4027,9.18445
DYNLRB2,0.298659,0.234273,0.183384,0.469667,0.405456,0.467491,0.12957,0.211249,0.0865624,0.0854528,0.531691,0.510723,0.192914,0.286056,0.0910585,0.260521,0.262791,0.51317,0.228144,0.264057,0.0945802,0.127777,0.125879,0.178231,0.0,0.15257,0.138743
DYNLT1,78.8069,77.2877,99.1485,79.6882,75.4744,89.2126,61.7977,69.0472,59.4177,64.4572,60.2253,60.2449,88.3408,82.788,64.147,85.806,80.2644,76.1587,82.7133,81.9857,82.3643,72.6181,67.5139,64.2853,78.8442,83.5817,84.2917
DYNLT3,56.1144,55.2452,71.8502,44.3514,42.6713,43.2191,37.4932,32.1813,38.9727,39.0954,39.2585,40.2575,65.574,59.4265,58.4883,12.1318,12.0597,15.6125,18.7014,8.54037,11.1684,36.2073,44.1423,40.7736,37.9921,34.2554,40.041
DYRK1A,5.7573,5.00588,4.41338,3.68509,3.90033,3.39617,4.60749,4.1782,5.15241,4.32694,4.41984,4.44217,4.57106,5.29256,5.24022,2.79116,2.85883,3.01639,3.8793,1.92963,2.69658,4.69899,4.82812,4.85491,3.89331,3.39838,3.40841
DYRK1B,7.4397,7.45396,5.73111,7.39494,7.61365,7.24328,9.69798,8.98552,7.86835,6.52231,5.29336,6.80283,6.95865,7.44116,7.68024,11.2535,9.73372,10.3052,9.02369,12.2956,10.6912,6.75955,6.56183,6.76253,6.18539,6.69756,5.54096
DYRK2,7.42385,6.47813,6.95091,5.95344,5.99962,5.58773,6.65236,5.46968,6.66775,6.77674,6.74151,6.61536,7.3239,9.39573,8.48732,4.28162,5.401,5.80443,5.91109,2.63326,3.9746,6.83713,7.03344,7.63389,6.95696,5.58379,5.95811
DYRK3,0.120909,0.136725,0.15282,0.284873,0.210894,0.137747,0.102207,0.0910639,0.0476313,0.0666418,0.0286797,0.0667959,0.188049,0.125437,0.207624,0.134984,0.116075,0.0713502,0.242265,0.116313,0.11786,0.112145,0.0868417,0.0578995,0.140371,0.101111,0.0298412
DYRK4,0.639557,0.749369,0.41456,1.00512,0.924138,1.30555,0.275274,0.386903,0.19382,0.313299,0.471319,0.37053,0.316483,0.429456,0.397174,0.173562,0.255748,0.208595,0.554088,0.501859,0.280693,0.453501,0.416301,0.28405,0.594143,0.489559,0.869669
DYSF,0.00547609,0.0208969,0.00997634,0.0607617,0.0195078,0.025638,0.0336221,0.0288923,0.0291039,0.0339949,0.0,0.0207222,0.0155541,0.0317084,0.0391473,0.0188089,0.0187141,0.00915334,0.0470967,0.048801,0.0475165,0.014472,0.00953789,0.0299668,0.050037,0.0392535,0.0260303
DYTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZANK1,0.554733,0.553716,0.532097,0.610201,0.49305,0.36205,0.405005,0.382307,0.348499,0.522349,0.424726,0.380433,0.52713,0.573669,0.516352,0.320414,0.427473,0.401745,0.366693,0.334867,0.34963,0.308417,0.556123,0.370196,0.408541,0.370148,0.330995
DZIP1,0.00649052,0.0,0.0,0.0,0.0,0.00599973,0.0,0.0,0.00570913,0.0,0.0,0.0,0.0126977,0.0,0.0,0.0,0.0,0.0,0.00563144,0.0056578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZIP1L,0.0,0.00411186,0.0,0.00829729,0.0158898,0.00827589,0.00391115,0.00761907,0.00390131,0.0,0.0,0.0,0.0,0.00428436,0.0122578,0.00780206,0.0039674,0.0192918,0.0160744,0.0119229,0.00847435,0.011166,0.0,0.0115658,0.0,0.00885215,0.0
DZIP3,2.42752,2.80811,2.65305,3.64257,3.78797,3.69892,1.68578,0.888347,1.6419,2.00123,1.80849,2.06912,2.41715,2.07405,2.26325,0.288373,0.491707,0.350102,1.84859,0.33704,0.607395,1.88085,2.48922,2.66653,1.93774,1.37842,1.52602
E2F1,9.48753,9.68657,6.90113,9.76595,9.23489,9.10661,12.702,16.7519,12.6907,13.6011,15.2196,15.9465,8.93596,7.78914,10.2576,18.8514,16.8497,16.5111,19.2463,27.0277,24.0301,11.1509,9.77004,8.94137,14.1857,15.76,14.6562
E2F2,1.64044,1.68179,1.01825,1.39335,1.67994,1.80975,2.06422,2.26752,2.08794,2.13642,2.15748,2.26488,1.43219,1.78678,1.50177,1.54953,1.15623,1.87245,3.74109,5.0168,4.63471,1.84664,1.55559,1.63688,2.62866,2.34783,2.50267
E2F3,3.76537,3.92729,2.94234,3.22793,3.72605,3.28842,3.697,3.49921,3.85911,3.93097,3.73192,3.44763,3.27856,3.91536,3.98823,3.14048,3.46446,3.06934,3.65199,2.11773,2.76977,4.03186,3.8126,3.94492,3.98321,4.06993,3.8492
E2F4,23.5064,21.8898,19.6469,24.6728,26.4264,24.5094,24.2155,28.9221,25.7628,27.037,27.4808,29.1475,23.019,20.4293,22.2475,30.5769,27.6183,27.4555,30.0323,40.7734,34.7904,26.7378,25.6311,26.364,29.169,30.0905,30.3123
E2F5,10.5986,10.4485,11.6159,10.5506,11.178,10.712,9.02173,9.10423,9.65737,8.43213,8.83081,9.76684,8.38026,9.33985,10.2005,3.70045,3.31928,3.81601,7.16621,6.04593,7.80627,9.43262,9.1706,10.1177,8.46569,9.4143,8.57047
E2F6,8.99007,7.19587,9.88407,5.20909,6.16122,4.96743,6.51294,6.01247,7.00358,7.09116,6.49895,6.05137,8.31382,8.64242,9.35367,5.02117,6.52678,5.54725,6.29532,3.53954,4.91163,6.81867,7.4558,6.8592,6.39778,5.78684,6.67751
E2F7,1.58157,1.62305,1.5314,3.15289,2.78104,2.2629,2.16007,1.73284,1.95867,2.46501,2.64768,2.36232,2.13833,1.76872,2.05571,0.939905,1.40898,1.02408,3.27563,1.76225,2.0695,2.1985,1.97921,2.08507,2.79813,2.01395,1.89339
E2F8,2.95914,2.83602,3.75799,4.32771,4.03864,4.33116,3.90502,2.89831,4.27972,5.39533,4.86598,4.63776,4.08362,3.9898,4.48543,0.686987,0.64198,0.623524,3.75477,1.81842,1.95259,3.42446,4.31301,4.31698,4.03523,3.64556,3.4393
E4F1,8.44997,8.05243,6.27816,6.4083,8.0758,7.6995,10.3624,11.6414,10.684,9.18243,9.4679,9.44251,7.11684,7.00488,9.57732,14.3833,14.3143,12.8842,8.39266,14.2304,11.3042,11.5591,9.96891,9.42691,8.95615,10.4516,10.6492
EAF1,16.112,16.2082,14.9557,15.2013,16.5268,15.6799,17.3147,16.6121,18.1749,18.7779,18.8946,18.1746,15.4739,18.3603,16.4318,15.4613,15.6365,15.0604,16.7033,10.4552,13.0468,17.9956,19.3026,18.7619,17.5363,15.7785,17.5567
EAF2,0.320449,0.306421,0.370121,0.669589,0.311602,0.442826,0.210347,0.06553,0.125221,0.237639,0.151262,0.139972,0.334916,0.372774,0.326324,0.218172,0.217082,0.283493,0.247537,0.0713377,0.239718,0.177125,0.0827055,0.215115,0.252717,0.122877,0.217164
EAPP,16.7259,17.6383,20.2924,18.2817,18.2003,19.8134,11.5487,10.674,11.7894,9.96762,10.9424,11.323,18.8183,16.0665,15.623,9.87539,10.9776,10.6205,10.4882,7.66038,9.00718,9.54285,10.8805,10.3788,12.5151,11.978,12.3268
EARS2,6.11279,7.18258,5.17746,7.37457,8.05285,7.12467,8.37964,8.90998,8.08185,6.68271,7.36234,6.83071,6.69111,6.0849,5.98519,11.3288,10.4096,11.6587,10.7901,12.2872,12.1249,6.08594,5.76668,6.07404,9.04974,9.70755,9.53302
EBAG9,17.3767,18.1248,20.3665,21.9677,21.5573,21.7895,13.168,12.2063,13.8812,11.6474,11.9031,12.0594,21.3825,17.2273,16.1424,16.304,17.7179,18.2551,14.4656,9.39918,10.3871,12.1217,11.9161,13.1903,13.4886,12.3475,13.0352
EBF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00104736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00205956,0.0,0.0,0.0,0.0,0.0,0.0,0.00105255
EBF2,0.0,0.0558772,0.0646639,0.0,0.0264304,0.0,0.0804509,0.0255381,0.0622267,0.0418321,0.0684576,0.0543394,0.02903,0.114995,0.0463143,0.0,0.0,0.0,0.00860044,0.0256964,0.0,0.0955556,0.0666503,0.0970828,0.061042,0.0206634,0.0649602
EBF3,0.0216246,0.0,0.00991824,0.0203446,0.00975177,0.0,0.0,0.0186324,0.0193609,0.0273749,0.018865,0.0197825,0.0,0.0,0.00991653,0.037114,0.0,0.0,0.0486234,0.0093938,0.0507673,0.0,0.0275152,0.00968722,0.00963736,0.0110497,0.0300362
EBF4,1.10474,1.20399,1.0437,0.952045,0.546943,0.798727,1.36947,1.0535,1.2139,0.672231,0.967594,1.0941,1.23465,1.08369,1.26827,0.598372,0.369907,0.660601,1.12779,1.28901,1.07116,1.08222,0.946593,0.875555,0.868121,0.898918,1.3587
EBI3,0.0,0.0,0.0892364,0.132857,0.042734,0.137366,0.0425668,0.0,0.0,0.0416166,0.0,0.0,0.0,0.047304,0.083923,0.0,0.0786784,0.0,0.0467239,0.0426044,0.0921275,0.0424344,0.0,0.0,0.131364,0.0,0.044185
